id,title,object_id,object_name,other_number,place,date,description,photographer,people,search_terms,credit_line,url
41587,Musical gathering in Amasia,L1990.036.003,"Print, Photographic",IMIRZIAN_Kevork_3-90,"Amasia
Amasya
Sivas vilayet
Sepastia vilayet
Ottoman Empire
Turkey",1907,"Men gather to play music in orchard in Amasia, Ottoman Empire, 1907, at apple blossom time. Photographer unknown.",Unknown,"Imirzian, Kevork
Kirichdjian, Kapriel","1900s
Ottoman Empire
music
fez
hats
rugs
KIrichdjian family
Imirzian family
men",Courtesy of Kevork Imirzian,https://projectsave.catalogaccess.com/photos/41587
51209,Algen family on an outing,K2021.042.362,"Negative, Sheet Film",ROTH_Clint 362-2021,"Massachusetts
USA",1940,"The Algen family on an outing. Unknown location; possibly Massachusetts. August 1940.
Zevart and Cesar Algen with their daughter Cecile.",,"Algen, Cecile
Algen, Zevart Garabedian
Algen, Cesar","1940s
mothers
Algen family
children
recreation
girls",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51209
51200,Zevart Algen holding her daughter Cecile - K2021.042.351,,,,,,,,,,,https://projectsave.catalogaccess.com/photos/51200
41588,Imirzians of Amasia at Hagop's christening,L1990.036.004,"Print, Photographic",IMIRZIAN_Kevork_4-90,"Amasia
Amasya
Sivas vilayet
Sepastia vilayet
Ottoman Empire
Turkey",1910,"The Imirzian family of Amasia, Ottoman Empire, in their backyard, on the occasion of baby Hagop's christening, 1910. Photographer unknown.
In the front, Hadji Mama Imirzian holds great grandson Hagop Imirzian. Back, left to right: Shehzade Imirzian, Kevork Imirzian, and Agouni Dingilian Imirzian.",Unknown,"Imirzian, Kevork
Imirzian, Hagop
Imirzian, Shehzade
Imirzian, Agavni Dingilian","1900s
Ottoman Empire
Religion
children
Imirzian family
family
baby
christening",Courtesy of Kevork Imirzian,https://projectsave.catalogaccess.com/photos/41588
51210,Cecile Algen with her father,K2021.042.364,"Negative, Sheet Film",ROTH_Clint 364-2021,"Connecticut
USA",1941,"Cecile Algen with her father Cesar Algen at the home of the Huners family in Danbury, CT. August 1941.",,"Algen, Cecile
Algen, Cesar","1940s
Algen family
children
recreation
girls
father and daughter
family",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51210
41591,Barsamian Groceries and Delicatessen,L1993.041.001,"Print, Photographic",BARSAMIAN_David_1-93,"New York City
New York
USA",1940,"Barsamian Groceries and Delicatessen, 521 East 87th St, Yorkville area, New York City, c. 1940; photographer unknown.  Bedros Barsamian is the proud grocer in his apron with his neighbor and close friend George Swing, who drove the cross-town city bus on 86th Street.  After operating stores at several locations in Manhattan and The Bronx, Bedros moved his family to this location in 1930 where they lived 3 flights up.  Bedros continued the Deli until he retired in 1960.  Photographer unknown.
Courtesy of David Barsamian, Bedros' son",Unknown,"Barsamian, Bedros
Swing, George","store
work
men
signage
1930s
business",,https://projectsave.catalogaccess.com/photos/41591
51212,Zevart and Ceceile Algen,K2021.042.367,"Negative, Sheet Film",ROTH_Clint 367-2021,"New York City
New York
USA",,Zevart Algen with her daughter Cecile Algen at Christmas. New York NY. c. early 1940s.,"Algen, Cesar","Algen, Cecile
Algen, Zevart Garabedian","1940s
Algen family
children
girls
family
mothers
Christmas
holiday",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51212
41592,George Almasian working in shoe shop,L1992.022.028,"Print, Photographic",ALMASIAN_Arakel_28-92,"Whitinsville
Massachusetts
USA",,"Kevork ""George"" Almasian, left,  working in Sam's Shoe Repair on Church Street in Whitinsville, Massachusetts, circa 1929. Photographer unknown.
Kevork left his job at Whitinsville Machine Works to run Sam's Shoe Repair while Sam went to France to marry Altoon. Later, when Sam returned, Kevork went back to the Machine Works, but had lost his seniority.",Unknown,"Almasian, Kevork ""George""","1920s
work
store
business",,https://projectsave.catalogaccess.com/photos/41592
51213,Zevart and Cecile Algen,K2021.042.368,"Negative, Sheet Film",ROTH_Clint 368-2021,"New York City
New York
USA",1942,"Zevart Algen with her daughter Cecile Algen at Christmas. Cesar Algen is at far left and appears to be cut off. It's possible he put the camera on a self-timer to include himself. New York NY. December 25, 1942.","Algen, Cesar","Algen, Cecile
Algen, Zevart Garabedian
Algen, Cesar","1940s
Algen family
children
girls
family
mothers
Christmas
holiday",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51213
51214,Zevart and Cecile Algen,K2021.042.374,"Negative, Sheet Film",ROTH_Clint 374-2021,"New York City
New York
USA",1942,"Zevart Algen with her daughter Cecile Algen posing in front of the William Tecumseh Sherman Monument at Grand Army Plaza. New York NY. May 24, 1942.","Algen, Cesar","Algen, Cecile
Algen, Zevart Garabedian","1940s
Algen family
children
girls
family
mothers",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51214
41596,Caspar Tekmejian Fairmont Market delivery wagon,K1989.006.049,"Print, Photographic",AVAKIAN_Anahid_1-49,"Arlington
MA
USA",,"Caspar Tekmejian with horse ""Dolly"" and the Fairmont Market delivery wagon, Massachusetts  Avenue, c. 1917. When Dolly and the wagon were replaced by a truck. 1926, Caspar's niece Armenie Avakian Najarian and her friends decorated the wagon a play house in the backyard.
Courtesy of Avedis and Gadar Avakian Family",Unknown,,,"Project SAVE Photograph Archive, Courtesy of Anahid Avakian",https://projectsave.catalogaccess.com/photos/41596
51215,Cesar and Cecile Algen,K2021.042.376,"Negative, Sheet Film",ROTH_Clint 376-2021,"New York City
New York
USA",1942,"Cesar Algen with his daughter Cecile Algen. New York NY. April 25, 1942.","Algen, Cesar","Algen, Cecile
Algen, Cesar","1940s
Algen family
children
girls
family
father and daughter
dogs",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51215
41597,Scanderkhan home,L1993.018.007,"Print, Photographic",AGANOOR_Regina_7-93,"Tehran
Persian Empire
Iran",,"Scanderkhan home,  c. 1900, Tehran, Persia, photographer unknown.Louisa Aganoor Scanderkhan is seated at the head of the table.",Unknown,,"women
men
food
1900s",Courtesy of Regina Aganoor,https://projectsave.catalogaccess.com/photos/41597
51216,The Algen family,K2021.042.377,"Negative, Sheet Film",ROTH_Clint 377-2021,"New York City
New York
USA",1942,"The Algen family, Zevart, Cecile and Cesar. Cesar Algen with his daughter Cecile Algen. New York NY. May 10, 1942.",,"Algen, Cecile
Algen, Cesar
Algen, Zevart Garabedian","1940s
Algen family
children
girls
family
recreation",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51216
41598,"Kharpert, before 1905",L1981.015.001,"Print, Photographic",ALMA_1-81,"Kharpert
Harput
Elazig
Kharpert Vilayet
Mamuretulaziz Vilayet
Ottoman Empire
Turkey",,"Kharpert City, Ottoman Empire, before 1905
Kharpert was located on hills above the fertile plain of the Euphrates River, where 365 towns and villages were predominantly inhabited by Armenians. Photographer unknown.
Credit Line: Project SAVE Armenian Photograph Archives
Courtesy of Armenian Librarary and Museum of America",Unknown,,"landscape
buildings
1900s",Courtesy of the Armenian Museum of America,https://projectsave.catalogaccess.com/photos/41598
51217,The Algen family,K2021.042.369,"Negative, Sheet Film",ROTH_Clint 369-2021,"New York City
New York
USA",1943,"The Algen family, Zevart, Cecile and Cesar, with Leo Aroian. New York NY. June 6, 1943.",,"Algen, Cecile
Algen, Cesar
Algen, Zevart Garabedian
Aroian, Leo Avedis","1940s
Algen family
children
girls
family
recreation",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51217
41600,Testimonial dinner in honor of Mr. Alex Manoogian,K2015.036.004,"Print, Photographic",JAMGOCHIAN_Martha_4-15,"Providence
Rhode Island
USA",1955,"Testimonial dinner in honor of Mr. Alex Manoogian, Narr. Hotel, Providence, Rhode Island
October 23, 1955. Photo by E. Melikian
https://ark.digitalcommonwealth.org/ark:/50959/cr56n991t
Courtesy of Martha Jamgochian","Melikian, Earle (Yeghia)","Manoogian, Alex","1950s
food
celebration
banquets",Courtesy of Martha Jamgochian,https://projectsave.catalogaccess.com/photos/41600
51218,Suzanne asnd Manoug Exerjian,K2021.042.387,"Negative, Sheet Film",ROTH_Clint 377-2021,"New York City
New York
USA",,Suzanne Algen Exerjian with husband Manoug Exerjian. New York. NY c. 1920-1925.,,"Algen, Suzanne","1920s
Algen family
couple",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51218
41601,"Setrak, Veronica, and Helen Masoomian",L1984.018.010,"Print, Photographic",BAGDIGIAN_Agavny_10-84,"Worcester
Massachusetts
USA",,"Setrak and Veronica Bagidigian Masoomian with their daughter Helen, Worcester, Massachusetts, circa 1911. Photographer unknown.",Unknown,"Masoomian, Setrak
Masoomian, Veronica Bagdigian
Minasian, Helen Masoomian","1910s
baby carriage
children
Masoomian family
hats
family
baby",Courtesy of Agavny Koubatian Bagdigian,https://projectsave.catalogaccess.com/photos/41601
51219,"William Voit Co., New York, NY",K2021.042.396,"Negative, Sheet Film",ROTH_Clint 396-2021,"New York City
New York
USA",,"William Voit Co., 26 East 22nd St. New York, NY. c 1930s.
William Voit was an importer of Musical instruments. It is possible that Cesar Algen's friend and concert companion Bruno Kettner was associated with William Voit,",,,"1940s
music
store
business",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51219
41604,Vanetzis at Camp Hayastan,K2003.002.026,"Print, Photographic",DER_PARSEGHIAN_V_26-03,,1952,"Vanetzis (people whose origins were from Van, Armenia) at Camp Hayastan, Franklin, Massachusetts, 1952. Photographer unknown.
Courtesy of Vahram Der Parseghian",Unknown,,"camera or related in photo
1950s
picnics
recreation",Courtesy of Vahram Der Parseghian,https://projectsave.catalogaccess.com/photos/41604
41595,Sarkis Boyajian with his children in front of his store - L2006.066.020,,,,,,,,,,,https://projectsave.catalogaccess.com/photos/41595
51220,Cesar Algen's music studio,K2021.042.397,"Negative, Sheet Film",ROTH_Clint 397-2021,"New York City
New York
USA",1934,"Cesar Algen's music studio. 1372 Riverside Drive. New York, NY. 1934.","Algen, Cesar",,"1930s
music
musicians
business
Algen family",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51220
41606,Music at Camp Hayastan,K2003.002.019,"Print, Photographic",DER_PARSEGHIAN_V_19-03,"Franklin
Massachusetts
USA",1948,"Playing music at Camp Hayastan, Franklin, Massachusetts, 1948. Included in the group are Nazaret Nazaretian and his mother, Alice Chloodian Der Parseghian, and Harry Soghigian. Photographer unknown.
Courtesy of Vahram Der Parseghian",Unknown,"Der Parseghian, Alice Chloodian
Nazaretian, Nazaret
Sohigian, Harry","1940s
camp
music
musicians
men
women",Courtesy of Vahram Der Parseghian,https://projectsave.catalogaccess.com/photos/41606
44391,General Antranik's army,L1982.028.125,"Print, Photographic",AGHAYAN_R_125-82,"Nakhchivan
Armenia
Russian Empire
Ottoman Empire
USSR
Azerbaijan",1918,"General Antranik's army in Nakhichevan and Karabakh, 1918, after Armenian independence was achieved; photos by Dr. Rouben Der Stepanian, physician to Antranik and his troops. Born in Kharpert, Der Stepanian graduated from Tufts University Medical School in 1910 and was among the first volunteers leaving Boston in 1914 to join legendary Antranik in defending Armenia. Courtesy of Rima Der Stepanian Ahgayan, Dr. Stepanian's daughter, additional documentation by Vahram Der Parseghian.","Der Stepanian, Rouben",,"1910s
medical
military
military--heroes",Courtesy of Rima Der Stepanian Aghayan,https://projectsave.catalogaccess.com/photos/44391
51221,Cesar Algen's music studio,K2021.042.405,"Negative, Glass Plate",ROTH_Clint 405-2021,"New York City
New York
USA",1934,"Cesar Algen's music studio. 1372 Riverside Drive. New York, NY. 1934.","Algen, Cesar",,"1930s
music
musicians
business
Algen family",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51221
41607,Armenian church in Garin,L1978.003.011,"Print, Photographic",HAZARIAN_Haroutune_11-78,"Erzeroum
Erzurum
Garin
Karin
Erzurum Vilayet
Russian Empire
Ottoman Empire
Turkey",,"Armenian church in Garin (Erzerum), Ottoman Empire, date and photographer unknown.
Courtesy of Haroutune Hazarian",Unknown,,"church
Religion
building",Courtesy of Haroutune Hazarian,https://projectsave.catalogaccess.com/photos/41607
44392,General Antranik's army,L1982.028.075,"Print, Photographic",AGHAYAN_Rima_75-82,"Nakhchivan
Armenia
Russian Empire
Ottoman Empire
USSR
Azerbaijan",1918,"General Antranik's army in Nakhichevan and Karabakh, 1918, after Armenian independence was achived; photos by Dr. Rouben Der Stepanian, physician to Antranik and his troops. Born in Kharpert, Der Stepanian gradauated from Tufts University Medical School in 1910 and was among the first volunteers leaving Boston in 1914 to join legendary Antranik in defending Armenia. Courtesy of Rima Der Stepanian Ahgayan, Dr. Stepanian's daughter, additional documentation by Vahram Der Parseghian.","Der Stepanian, Rouben",,"1910s
military",Courtesy of Rima Der Stepanian Aghayan,https://projectsave.catalogaccess.com/photos/44392
41608,"Near East Relief Beirut, Camp Caly Clinic Staff",L1983.066.046,"Print, Photographic",JANJIGIAN_JoAnn_46-83,"Beirut
Beyrouth
Beirut Vilayet
Ottoman Empire
French Mandate
Lebanon",,"Near East Relief Beirut, Camp Caly Clinic, D. Nursery, and Maternity Staff, Beirut, circa 1925-1929. Photographer unknown.
Front row, left to right: Loucintag Kalaidjian, Lousaper Kussajikian, Dushhon Haidiosetian, Gadar Goverdaghlian, Marie Haidoustian
Back, left to right: Noyome Khatchadourian, Marzia Manougian, Mariam Muktarian, Anna Kussajukian, Vartouhi Khakamian, Aroushag Manougian, Haghena Kalaidjian",Unknown,"Kalaidjian, Loucintag
Haidiosetian, Dushon
Goverdaghlian, Gadar
Haidoustian, Marie
Khatchadourian, Noyome
Manougian, Marzia
Muktarian, Mariam
Khakamian, Vartouhi
Manougian, Aroushag
Kalaidjian, Haghena
Sarmanian, Lousaper Kussajakian
Abadjian, Anna Kussajakian","1920s
Nurses
medical
health
work
women
Near East Relief",Courtesy of the children of Harry and Lousaper Sarmanian,https://projectsave.catalogaccess.com/photos/41608
44393,General Antranik's troops on horses,L1982.028.077,"Print, Photographic",AGHAYAN_Rima_77-82,"Nakhchivan
Armenia
Russian Empire
Ottoman Empire
USSR
Azerbaijan",1918,"General Antranik's army in Nakhichevan and Karabakh, 1918, after Armenian independence was achived; photos by Dr. Rouben Der Stepanian, physician to Antranik and his troops. Born in Kharpert, Der Stepanian gradauated from Tufts University Medical School in 1910 and was among the first volunteers leaving Boston in 1914 to join legendary Antranik in defending Armenia. Courtesy of Rima Der Stepanian Ahgayan, Dr. Stepanian's daughter, additional documentation by Vahram Der Parseghian","Der Stepanian, Rouben",,"1910s
military
horse
animals
gun",Courtesy of Rima Der Stepanian Aghayan,https://projectsave.catalogaccess.com/photos/44393
51223,Zevart Algen and her daughter Cecile,K2021.042.447,"Negative, Sheet Film",ROTH_Clint 447-2021,"New York City
New York
USA",1933,"Zevart Garabedian Algen holding her daughter Cecile Algen (the photo donor's mother). Photograph taken by Cesar Algen, Zevart's husband and the father of Cecile. New York, NY. June 4, 1933.","Algen, Cesar","Algen, Cecile
Algen, Zevart Garabedian","1930s
mothers
Garabedian family
Algen family
baby
children
portraits",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51223
41609,Anoush Krikorian listening to music,L2009.064.014,"Print, Photographic",KADIAN_Sosy_14-09,"Massachusetts
USA",,"Anoush Krikorian, left, listens to musicians at the Karoglanian home in the Boston area, while on a trip to Camp Haiastan in Franklin, Massachusetts around 1950. Photographer unknown.",Unknown,"Krikorian, Anoush","1950s
music
musicians
men",Courtesy of Sosy Krikorian Kadian,https://projectsave.catalogaccess.com/photos/41609
44396,Satenig Ohanian with her donkey train,L1981.015.012,"Print, Photographic",ALMA 12-81,"Kharpert
Harput
Elazig
Kharpert Vilayet
Mamuretulaziz Vilayet
Ottoman Empire
Turkey",,"Satenig Ohanian with her donkey train; Kharpert, Armenia, Turkey, c.1921; photo by Ruth Woodis, a Near East Relief Worker from Worcester, MA. Courtesy of Ruth Woodis and the Armenian Library and Museum of America","Woodis, Ruth","Ohanian, Satenig","1920s
animals
work
transportation",Courtesy of the Armenian Museum of America,https://projectsave.catalogaccess.com/photos/44396
51224,Zevart Algen and her daughter Cecile,K2021.042.446,"Negative, Sheet Film",ROTH_Clint 446-2021,"New York City
New York
USA",1933,"Zevart Garabedian Algen holding her daughter Cecile Algen (the photo donor's mother). Photograph taken by Cesar Algen, Zevart's husband and the father of Cecile. New York, NY. January 1, 1933.","Algen, Cesar","Algen, Cecile
Algen, Zevart Garabedian","1930s
mothers
Garabedian family
Algen family
baby
children
portraits",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51224
41615,Graduating class of Hripsimian Sarassarian Girls' School,K2005.024.002,"Print, Photographic",BOUDAKIAN_Henrik_2-05,"Erzeroum
Erzurum
Garin
Karin
Erzurum Vilayet
Russian Empire
Ottoman Empire
Turkey",,"Graduation class of the historic Hripsimian Sarassarian Girls' School in Erzeroum, Historic Armenia, Ottoman Empire, probably in 1913 or 1914. Photographer unknown.
In the center is Rostom Stepan Zorian, one of the founders of the Armenian Revolutionary Federation. Behind him is Ruben Kajberuni, Armenia's MP, Deputy Minister of Public Welfare and Reconstruction. Back row, far right, is Arevaluys, also known as Arevik, who survived the Genocide. She eventually found her way to Iran, where she married Kevork Aivazian and had five children, three of whom later moved to the  United States.",Unknown,"Zorian, Stepan
Aivazian, Arevaluys","1910s
education
girls
children
politics
graduation
school
ARF -Armenian Revolutionary Federation
political parties
Genocide survivors",Courtesy of Henrik Boudakian,https://projectsave.catalogaccess.com/photos/41615
44400,Kalenian family of Kesserig,K2004.064.001,"Print, Photographic",KEFEYAN_Takouhie_1-04,"Kharpert Vilayet
Harput Vilayet
Mamuretulaziz Vilayet
Ottoman Empire
Turkey",1890,"Kalenian family of Kesserig, Kharpert 1890; photographer unknown.
Courtesy of Takouhie Queenie Garabedian Kefeyan",,"Kalinian, Sultan
Kalenian, Vartoohie Hamamjian
Kalenian, Dickran
Kalenian, Markar
Kalenian, Hovaness
Motosian, Mariam Kalenian
Markarian, Haiganoush Kalinian
Sarafian, Yegsapet Kalenian","1890s
family group
children
Ottoman Empire
baby",Courtesy of Takouhie Garabedian Kefeyan,https://projectsave.catalogaccess.com/photos/44400
51225,Zevart Algen and her daughter Cecile,K2021.042.448,"Negative, Sheet Film",ROTH_Clint 448-2021,"New York City
New York
USA",1933,"Zevart Garabedian Algen holding her daughter Cecile Algen (the photo donor's mother). Photograph taken by Cesar Algen, Zevart's husband and the father of Cecile. New York, NY. January 1, 1933.","Algen, Cesar","Algen, Cecile
Algen, Zevart Garabedian","1930s
mothers
Garabedian family
Algen family
baby
children
portraits",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51225
41616,Rouben Ter Minassian,K2005.024.003,"Print, Photographic",BOUDAKIAN_Henrik_3-05,,1920,"Rouben Ter Minassian, ARF member and Minister of Defense in the First Republic of Armenia, Minister of Internal Affairs, c. 1920.
Unknown location and photographer.",,"Ter Minassian, Rouben","politics
men
Notables
ARF -Armenian Revolutionary Federation
political parties
First Republic of Armenia",Courtesy of Henrik Boudakian,https://projectsave.catalogaccess.com/photos/41616
44402,ARF portrait,K2004.064.006,"Print, Photographic",KEFEYAN_Takouhie_6-04,"Woonsocket
Rhode Island
USA",,"Group of men with the Armenian Revolutionary Federation's emblem, 1917-1918, Woonsocket, RI. photographer not known.",Merrill Studio,"Kayarian, Sarkis
Demirjian, Harry
Sarafian, Aharon
Yegian, Khosrof
Kayarian, Harry
Sarafian, Khachador
Sarafian, Dickran
Sarafian, Martin
Sarafian, Oscar","Sarafian family
ARF -Armenian Revolutionary Federation
political parties",Courtesy of Takouhie Garabedian Kefeyan,https://projectsave.catalogaccess.com/photos/44402
51226,Cesar Algen's music studio,K2021.042.398,"Negative, Sheet Film",ROTH_Clint 398-2021,"New York City
New York
USA",1937,"Cesar Algen's music studio. 1372 Riverside Drive. New York, NY. March 3, 1937","Algen, Cesar",,"1930s
music
musicians
business
Algen family",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51226
51222,Signed photo of violinist Erica Morini - K2021.042.404,,,,,,,,,,,https://projectsave.catalogaccess.com/photos/51222
41618,Gayoush Peshdimaldjian,K2005.024.005,"Print, Photographic",BOUDAKIAN_Henrik_5-05,"New York City
New York
USA",,"Gayoush Peshdimaldjian (b. c. 1883 Tiflis, Georgia; d. 1965 New York City) started her long theatrical career in Tiflis after first performing as a singer.  She immigrated to the United States in 1923, where she continued her acting career for 43 more years, traveling thousands of miles to bring Armenian theater to her people.  She was known to her fans as Digeen (Mrs.) Gayoush. Photographer unknown.",Unknown,"Peshdimaldjian, Gayoush","Notables
music
theatre
women",Courtesy of Henrik Boudakian,https://projectsave.catalogaccess.com/photos/41618
44413,Two Armenian officials in Gars,L2011.049.001,"Print, Photographic",BABUJYAN_Harutyun 1-11,"Kars
Gars
Ottoman Empire
Russian Empire
First Republic of Armenia
Turkey",1910,"Two Armenian officials, Kars/Gars, c. 1910
Man at right is identified as Dikran Haroutiounyan, who was the Chief of the Villages of Kars, and perished in the Genocide.
He is the paternal grandfather of the photo donor.
Courtesy of Harutyun Babujyan",,"Haroutiounyan, Dikran","1910s
Genocide victims
Genocide
men
military
military--Armenian
military--Russia",Courtesy of Harutyun Babujyan,https://projectsave.catalogaccess.com/photos/44413
51229,Olga Kapon and Josef Borisoff,K2021.042.413,"Negative, Sheet Film",ROTH_Clint 413-2021,"New York City
New York
USA",,"Josef Borisoff and his sister Olga Piastro Kapon. New York, NY. c. 1920-1937","Algen, Cesar","Borissoff, Josef","1920s
portraits
men
musicians",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51229
41619,Poster to publicize Jubilee event for Gayush,K2005.024.006,Poster,BOUDAKIAN_Henrik_PC6-05,"New York City
New York
USA",,"Poster to publicize Golden Jubilee Soiree in Honor of Gayoush Peshdimaldjian's 50 years on the stage and in honor of Armenian Theatre. Music, poetry recitation, remarks, Dec. 1, 1962, $2.00 entrance fee,  St.  Gregory the Illuminator, 314 E. 35th Street, New York, New York.
Reception hosted by Ladies Guild.",Unknown,"Peshdimaldjian, Gayoush","1960s
theatre
parties
performance
celebration
women",Courtesy of Henrik Boudakian,https://projectsave.catalogaccess.com/photos/41619
44420,New York World's Fair 1965,K2021.006.001,"Print, Photographic",ZADOIAN_Hratch 1-21,"New York City
New York
USA",1965,"New York World's Fair 1965
Anoush Ghazarian Zadoian (photo donor's mother) and her friend Mercedes Egavian. Anoush and Mercedes were schoolmates and friends in Smyrna. Anoush assumed that her friend perished during the 1922 sack of Smyrna. They found each other in 1959 when the Zadoian family moved to the United States.
Photo by Hratch Zadoian","Zadoian, Hratch",,"1960s
women--girlfriends",Courtesy of Hratch Zadoian,https://projectsave.catalogaccess.com/photos/44420
51230,Zevart Algen and her daughter Cecile,K2021.042.417,"Negative, Sheet Film",ROTH_Clint 417-2021,"New York City
New York
USA",1935,"Zevart Garabedian Algen holding her daughter Cecile Algen (the photo donor's mother). Photograph taken by Cesar Algen, Zevart's husband and the father of Cecile. New York, NY. c. 1935.","Algen, Cesar","Algen, Cecile
Algen, Zevart Garabedian","1930s
mothers
Garabedian family
Algen family
baby
children
portraits",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51230
41620,25th anniversary of Nshan Palandjian Lyceum,K2005.024.007,"Print, Photographic",BOUDAKIAN_Henrik_7-05,"Beirut
Beyrouth
Beirut Vilayet
Ottoman Empire
French Mandate
Lebanon",1956,"Photo taken on the occasion of the 25th anniversary of Nshan Palanjian Lyceum of Hamazkayin in Beirut May 22, 1956. Cutting the cake is Simon Vratsian, the principal. Vratzian had been the last prime minister of the First Republic of Armenia, and had assumed the post as principal in 1952 after the death of Levon Shant.
Also present in the photo are Avedis Buluzian, Manouche Kevorkian, Nvart Maroukian, Souren Ananian.
This information is written on the back of the photo by Arevaluys, last name unknown. The photo also has Abadan, Iran written on it.",Unknown,"Vratzian, Simon
Buluzian, Avedis
Kevorkian, Manouche
Maroutian, Nvart
Ananian, Souren","1950s
celebration
education
Notables
parties
anniversary
school",Courtesy of Henrik Boudakian,https://projectsave.catalogaccess.com/photos/41620
44421,New York World's Fair 1965,K2021.006.002,"Print, Photographic",ZADOIAN_Hratch 2-21,"New York City
New York
USA",1965,"New York World's Fair 1965
Anoush Ghazarian Zadoian (photo donor's mother) and her friend Mercedes Egavian. Anoush and Mercedes were schoolmates and friends in Smyrna. Anoush assumed that her friend perished during the 1922 sack of Smyrna. They found each other in 1959 when the Zadoian family moved to the United States.
Photo by Hratch Zadoian","Zadoian, Hratch",,"1960s
women--girlfriends",Courtesy of Hratch Zadoian,https://projectsave.catalogaccess.com/photos/44421
51231,Zevart Algen and Cecile on a carousel,K2021.042.421,"Negative, Sheet Film",ROTH_Clint 421-2021,"New Jersey
USA",1935,"Zevart Garabedian Algen and her daughter Cecile Algen (the photo donor's mother) on a carousel. Most likely Long Branch, NJ. Photograph taken by Cesar Algen, Zevart's husband and the father of Cecile. New York, NY. c. 1935.","Algen, Cesar","Algen, Cecile
Algen, Zevart Garabedian","1930s
mothers
Garabedian family
Algen family
children",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51231
41622,Kharpert,L1987.058.001,"Print, Photographic",LORD_Alice_87,"Kharpert Vilayet
Harput Vilayet
Mamuretulaziz Vilayet
Ottoman Empire
Turkey",,View of Kharpert from the American missionary compound showing the Sourp Hagop (Saint James) section of Kharpert City with the fertile plain in the distance. After 1905.,,,"Ottoman Empire
1900s
building
landscape",Courtesy of Alice Sevaslian Lord,https://projectsave.catalogaccess.com/photos/41622
44422,New York World's Fair 1965,K2021.006.003,"Print, Photographic",ZADOIAN_Hratch 3-21,"New York City
New York
USA",1965,"New York World's Fair 1965
Anoush Ghazarian Zadoian (photo donor's mother) and her friend Mercedes Egavian. Anoush and Mercedes were schoolmates and friends in Smyrna. Anoush assumed that her friend perished during the 1922 sack of Smyrna. They found each other in 1959 when the Zadoian family moved to the United States.
Photo by Hratch Zadoian","Zadoian, Hratch",,"1960s
women--girlfriends",Courtesy of Hratch Zadoian,https://projectsave.catalogaccess.com/photos/44422
51235,Garabedian - Dingilian family,K2021.042.438,"Negative, Sheet Film",ROTH_Clint 438-2021,"New York City
New York
USA",1930,"Garabedian - Dingilian family, New York, NY c. 1930
Sitting, L-R:
- Anna and Lazarus Garabedian, unknown
Standing, L-R:
- Zevart Garabedian Algen, Hovhan Garabedian, Armine Dingilian, Beatrice Dingilian, Berjouhie Dingilian, and unknown
Back row, L-R:
-Dikran Dingilian, and unknown","Algen, Cesar","Algen, Zevart Garabedian
Garabedian, Anna Kaprielian
Garabedian, Lazarus
Garabedian, Hovhan
Dingilian, Beatrice Garabedian
Dingilian, Dikran
Topalian, Berjouhie Dingilian
Dingilian, Edward","1930s
family
Garabedian family",Courtesy of the Family of Zevart and Cesar Algen,https://projectsave.catalogaccess.com/photos/51235
